id,timestamp,plant,station,piece_id,event,status,pressao_bar,temperature,payload
29,2026-08-01 00:28:00,SmartN1,Torno_CNC_02,PART-1028,sensor.read,OK,6.29,73.84,"{""pressao_bar"": 6.29, ""temperatura_c"": 73.84}"
30,2026-08-01 00:29:00,SmartN1,Prensa_01,PART-1029,sensor.read,OK,6.53,68.69,"{""pressao_bar"": 6.53, ""temperatura_c"": 68.69}"
31,2026-08-01 00:30:00,SmartN1,Torno_CNC_02,PART-1030,sensor.read,WARNING,,65.71,"{""pressao_bar"": null, ""temperatura_c"": 65.71}"
32,2026-08-01 00:31:00,SmartN1,Prensa_01,PART-1031,inspection.done,OK,5.69,72.69,"{""pressao_bar"": 5.69, ""temperatura_c"": 72.69}"
33,2026-08-01 00:32:00,SmartN1,Prensa_01,PART-1032,sensor.read,OK,5.37,73.84,"{""pressao_bar"": 5.37, ""temperatura_c"": 73.84}"
34,2026-08-01 00:33:00,SmartN1,Injetora_04,PART-1033,press.cycle,OK,6.05,78.46,"{""pressao_bar"": 6.05, ""temperatura_c"": 78.46}"
35,2026-08-01 00:34:00,SmartN1,Injetora_04,PART-1034,inspection.done,OK,6.22,79.72,"{""pressao_bar"": 6.22, ""temperatura_c"": 79.72}"
36,2026-08-01 00:35:00,SmartN1,Linha_Montagem,PART-1035,sensor.read,OK,5.54,71.53,"{""pressao_bar"": 5.54, ""temperatura_c"": 71.53}"
37,2026-08-01 00:36:00,SmartN1,Fresadora_03,PART-1036,piece.detected,OK,5.91,75.69,"{""pressao_bar"": 5.91, ""temperatura_c"": 75.69}"
38,2026-08-01 00:37:00,SmartN1,Linha_Montagem,PART-1037,sensor.read,OK,5.63,73.6,"{""pressao_bar"": 5.63, ""temperatura_c"": 73.6}"
39,2026-08-01 00:38:00,SmartN1,Prensa_01,PART-1038,piece.detected,OK,6.1,72.51,"{""pressao_bar"": 6.1, ""temperatura_c"": 72.51}"
40,2026-08-01 00:39:00,SmartN1,Linha_Montagem,PART-1039,sensor.read,OK,4.98,72.37,"{""pressao_bar"": 4.98, ""temperatura_c"": 72.37}"
41,2026-08-01 00:40:00,SmartN1,Injetora_04,PART-1040,sensor.read,OK,5.96,71.99,"{""pressao_bar"": 5.96, ""temperatura_c"": 71.99}"
42,2026-08-01 00:41:00,SmartN1,Prensa_01,PART-1041,temp.warning,OK,10.29,72.14,"{""pressao_bar"": 10.29, ""temperatura_c"": 72.14}"
43,2026-08-01 00:42:00,SmartN1,Prensa_01,PART-1042,press.cycle,OK,6.53,78.3,"{""pressao_bar"": 6.53, ""temperatura_c"": 78.3}"
44,2026-08-01 00:43:00,SmartN1,Linha_Montagem,PART-1043,sensor.read,OK,5.92,73.25,"{""pressao_bar"": 5.92, ""temperatura_c"": 73.25}"
45,2026-08-01 00:44:00,SmartN1,Torno_CNC_02,PART-1044,sensor.read,OK,,78.6,"{""pressao_bar"": null, ""temperatura_c"": 78.6}"
46,2026-08-01 00:45:00,SmartN1,Fresadora_03,PART-1045,sensor.read,OK,5.42,69.36,"{""pressao_bar"": 5.42, ""temperatura_c"": 69.36}"
47,2026-08-01 00:46:00,SmartN1,Linha_Montagem,PART-1046,piece.detected,OK,5.71,62.59,"{""pressao_bar"": 5.71, ""temperatura_c"": 62.59}"
48,2026-08-01 00:47:00,SmartN1,Linha_Montagem,PART-1047,sensor.read,OK,5.96,70.88,"{""pressao_bar"": 5.96, ""temperatura_c"": 70.88}"
49,2026-08-01 00:48:00,SmartN1,Fresadora_03,PART-1048,piece.detected,ERROR,5.66,69.57,"{""pressao_bar"": 5.66, ""temperatura_c"": 69.57}"
50,2026-08-01 00:49:00,SmartN1,Prensa_01,PART-1049,sensor.read,OK,5.7,67.27,"{""pressao_bar"": 5.7, ""temperatura_c"": 67.27}"
51,2026-08-01 00:50:00,SmartN1,Prensa_01,PART-1050,sensor.read,OK,5.91,77.05,"{""pressao_bar"": 5.91, ""temperatura_c"": 77.05}"
52,2026-08-01 00:51:00,SmartN1,Torno_CNC_02,PART-1051,piece.detected,OK,5.11,67.82,"{""pressao_bar"": 5.11, ""temperatura_c"": 67.82}"
53,2026-08-01 00:52:00,SmartN1,Linha_Montagem,PART-1052,sensor.read,OK,5.59,74.54,"{""pressao_bar"": 5.59, ""temperatura_c"": 74.54}"
54,2026-08-01 00:53:00,SmartN1,Fresadora_03,PART-1053,inspection.done,OK,6.12,79.55,"{""pressao_bar"": 6.12, ""temperatura_c"": 79.55}"
55,2026-08-01 00:54:00,SmartN1,Linha_Montagem,PART-1054,press.cycle,ERROR,5.64,68.48,"{""pressao_bar"": 5.64, ""temperatura_c"": 68.48}"
56,2026-08-01 00:55:00,SmartN1,Injetora_04,PART-1055,sensor.read,OK,6.73,71.69,"{""pressao_bar"": 6.73, ""temperatura_c"": 71.69}"
57,2026-08-01 00:56:00,SmartN1,Linha_Montagem,PART-1056,press.cycle,OK,5.84,77.23,"{""pressao_bar"": 5.84, ""temperatura_c"": 77.23}"
58,2026-08-01 00:57:00,SmartN1,Linha_Montagem,PART-1057,sensor.read,OK,5.06,71.05,"{""pressao_bar"": 5.06, ""temperatura_c"": 71.05}"
59,2026-08-01 00:58:00,SmartN1,Injetora_04,PART-1058,sensor.read,OK,5.98,73.66,"{""pressao_bar"": 5.98, ""temperatura_c"": 73.66}"
60,2026-08-01 00:59:00,SmartN1,Injetora_04,PART-1059,sensor.read,OK,5.38,74.74,"{""pressao_bar"": 5.38, ""temperatura_c"": 74.74}"
61,2026-08-01 01:00:00,SmartN1,Fresadora_03,PART-1060,press.cycle,OK,5.94,73.11,"{""pressao_bar"": 5.94, ""temperatura_c"": 73.11}"
62,2026-08-01 01:01:00,SmartN1,Prensa_01,PART-1061,sensor.read,OK,5.57,70.93,"{""pressao_bar"": 5.57, ""temperatura_c"": 70.93}"
63,2026-08-01 01:02:00,SmartN1,Torno_CNC_02,PART-1062,sensor.read,OK,5.6,69.77,"{""pressao_bar"": 5.6, ""temperatura_c"": 69.77}"
64,2026-08-01 01:03:00,SmartN1,Injetora_04,PART-1063,sensor.read,OK,6.21,68.67,"{""pressao_bar"": 6.21, ""temperatura_c"": 68.67}"
65,2026-08-01 01:04:00,SmartN1,Prensa_01,PART-1064,sensor.read,OK,5.17,74.59,"{""pressao_bar"": 5.17, ""temperatura_c"": 74.59}"
66,2026-08-01 01:05:00,SmartN1,Fresadora_03,PART-1065,sensor.read,OK,5.61,70.2,"{""pressao_bar"": 5.61, ""temperatura_c"": 70.2}"
67,2026-08-01 01:06:00,SmartN1,Linha_Montagem,PART-1066,sensor.read,OK,5.56,76.69,"{""pressao_bar"": 5.56, ""temperatura_c"": 76.69}"
68,2026-08-01 01:07:00,SmartN1,Fresadora_03,PART-1067,sensor.read,OK,6.33,78.06,"{""pressao_bar"": 6.33, ""temperatura_c"": 78.06}"
69,2026-08-01 01:08:00,SmartN1,Fresadora_03,PART-1068,sensor.read,OK,5.66,68.45,"{""pressao_bar"": 5.66, ""temperatura_c"": 68.45}"
70,2026-08-01 01:09:00,SmartN1,Injetora_04,PART-1069,sensor.read,OK,5.42,75.08,"{""pressao_bar"": 5.42, ""temperatura_c"": 75.08}"
71,2026-08-01 01:10:00,SmartN1,Torno_CNC_02,PART-1070,piece.detected,OK,,79.71,"{""pressao_bar"": null, ""temperatura_c"": 79.71}"
72,2026-08-01 01:11:00,SmartN1,Injetora_04,PART-1071,press.cycle,OK,5.44,69.51,"{""pressao_bar"": 5.44, ""temperatura_c"": 69.51}"
73,2026-08-01 01:12:00,SmartN1,Linha_Montagem,PART-1072,sensor.read,ERROR,5.5,76.7,"{""pressao_bar"": 5.5, ""temperatura_c"": 76.7}"
74,2026-08-01 01:13:00,SmartN1,Injetora_04,PART-1073,inspection.done,OK,6.08,74.47,"{""pressao_bar"": 6.08, ""temperatura_c"": 74.47}"
75,2026-08-01 01:14:00,SmartN1,Linha_Montagem,PART-1074,sensor.read,OK,4.65,75.86,"{""pressao_bar"": 4.65, ""temperatura_c"": 75.86}"
76,2026-08-01 01:15:00,SmartN1,Injetora_04,PART-1075,sensor.read,OK,5.41,69.85,"{""pressao_bar"": 5.41, ""temperatura_c"": 69.85}"
77,2026-08-01 01:16:00,SmartN1,Torno_CNC_02,PART-1076,piece.detected,OK,5.53,79.17,"{""pressao_bar"": 5.53, ""temperatura_c"": 79.17}"
78,2026-08-01 01:17:00,SmartN1,Prensa_01,PART-1077,press.cycle,OK,6.42,70.16,"{""pressao_bar"": 6.42, ""temperatura_c"": 70.16}"
79,2026-08-01 01:18:00,SmartN1,Torno_CNC_02,PART-1078,temp.warning,OK,5.98,74.74,"{""pressao_bar"": 5.98, ""temperatura_c"": 74.74}"
80,2026-08-01 01:19:00,SmartN1,Injetora_04,PART-1079,inspection.done,OK,5.79,72.28,"{""pressao_bar"": 5.79, ""temperatura_c"": 72.28}"
81,2026-08-01 01:20:00,SmartN1,Fresadora_03,PART-1080,sensor.read,OK,5.76,74.38,"{""pressao_bar"": 5.76, ""temperatura_c"": 74.38}"
82,2026-08-01 01:21:00,SmartN1,Prensa_01,PART-1081,temp.warning,ERROR,5.85,69.06,"{""pressao_bar"": 5.85, ""temperatura_c"": 69.06}"
83,2026-08-01 01:22:00,SmartN1,Fresadora_03,PART-1082,inspection.done,OK,5.9,68.2,"{""pressao_bar"": 5.9, ""temperatura_c"": 68.2}"
84,2026-08-01 01:23:00,SmartN1,Torno_CNC_02,PART-1083,sensor.read,WARNING,5.85,73.5,"{""pressao_bar"": 5.85, ""temperatura_c"": 73.5}"
85,2026-08-01 01:24:00,SmartN1,Prensa_01,PART-1084,temp.warning,OK,6.58,71.21,"{""pressao_bar"": 6.58, ""temperatura_c"": 71.21}"
86,2026-08-01 01:25:00,SmartN1,Injetora_04,PART-1085,sensor.read,OK,5.62,71.1,"{""pressao_bar"": 5.62, ""temperatura_c"": 71.1}"
87,2026-08-01 01:26:00,SmartN1,Fresadora_03,PART-1086,press.cycle,WARNING,5.87,74.41,"{""pressao_bar"": 5.87, ""temperatura_c"": 74.41}"
88,2026-08-01 01:27:00,SmartN1,Injetora_04,PART-1087,sensor.read,OK,5.82,67.27,"{""pressao_bar"": 5.82, ""temperatura_c"": 67.27}"
89,2026-08-01 01:28:00,SmartN1,Linha_Montagem,PART-1088,sensor.read,OK,6.18,76.72,"{""pressao_bar"": 6.18, ""temperatura_c"": 76.72}"
90,2026-08-01 01:29:00,SmartN1,Prensa_01,PART-1089,press.cycle,OK,5.52,72.92,"{""pressao_bar"": 5.52, ""temperatura_c"": 72.92}"
91,2026-08-01 01:30:00,SmartN1,Fresadora_03,PART-1090,sensor.read,OK,5.65,75.17,"{""pressao_bar"": 5.65, ""temperatura_c"": 75.17}"
92,2026-08-01 01:31:00,SmartN1,Torno_CNC_02,PART-1091,press.cycle,OK,5.2,74.35,"{""pressao_bar"": 5.2, ""temperatura_c"": 74.35}"
93,2026-08-01 01:32:00,SmartN1,Torno_CNC_02,PART-1092,press.cycle,OK,6.19,74.54,"{""pressao_bar"": 6.19, ""temperatura_c"": 74.54}"
94,2026-08-01 01:33:00,SmartN1,Torno_CNC_02,PART-1093,sensor.read,OK,5.19,68.31,"{""pressao_bar"": 5.19, ""temperatura_c"": 68.31}"
95,2026-08-01 01:34:00,SmartN1,Torno_CNC_02,PART-1094,sensor.read,OK,6.02,76.58,"{""pressao_bar"": 6.02, ""temperatura_c"": 76.58}"
96,2026-08-01 01:35:00,SmartN1,Fresadora_03,PART-1095,press.cycle,ERROR,6.47,73.46,"{""pressao_bar"": 6.47, ""temperatura_c"": 73.46}"
97,2026-08-01 01:36:00,SmartN1,Linha_Montagem,PART-1096,piece.detected,OK,6.57,70.84,"{""pressao_bar"": 6.57, ""temperatura_c"": 70.84}"
98,2026-08-01 01:37:00,SmartN1,Torno_CNC_02,PART-1097,press.cycle,OK,5.68,72.06,"{""pressao_bar"": 5.68, ""temperatura_c"": 72.06}"
99,2026-08-01 01:38:00,SmartN1,Torno_CNC_02,PART-1098,press.cycle,OK,5.66,73.77,"{""pressao_bar"": 5.66, ""temperatura_c"": 73.77}"
100,2026-08-01 01:39:00,SmartN1,Torno_CNC_02,PART-1099,press.cycle,OK,5.77,73.13,"{""pressao_bar"": 5.77, ""temperatura_c"": 73.13}"
101,2026-08-01 01:40:00,SmartN1,Linha_Montagem,PART-1100,sensor.read,OK,6.16,74.59,"{""pressao_bar"": 6.16, ""temperatura_c"": 74.59}"
102,2026-08-01 01:41:00,SmartN1,Prensa_01,PART-1101,sensor.read,OK,5.75,78.29,"{""pressao_bar"": 5.75, ""temperatura_c"": 78.29}"
103,2026-08-01 01:42:00,SmartN1,Torno_CNC_02,PART-1102,temp.warning,ERROR,5.69,68.87,"{""pressao_bar"": 5.69, ""temperatura_c"": 68.87}"
104,2026-08-01 01:43:00,SmartN1,Torno_CNC_02,PART-1103,piece.detected,OK,6.23,75.13,"{""pressao_bar"": 6.23, ""temperatura_c"": 75.13}"
105,2026-08-01 01:44:00,SmartN1,Torno_CNC_02,PART-1104,sensor.read,OK,5.82,72.12,"{""pressao_bar"": 5.82, ""temperatura_c"": 72.12}"
106,2026-08-01 01:45:00,SmartN1,Prensa_01,PART-1105,sensor.read,OK,5.74,76.5,"{""pressao_bar"": 5.74, ""temperatura_c"": 76.5}"
107,2026-08-01 01:46:00,SmartN1,Torno_CNC_02,PART-1106,sensor.read,OK,5.45,78.19,"{""pressao_bar"": 5.45, ""temperatura_c"": 78.19}"
108,2026-08-01 01:47:00,SmartN1,Prensa_01,PART-1107,press.cycle,OK,6.21,73.19,"{""pressao_bar"": 6.21, ""temperatura_c"": 73.19}"
109,2026-08-01 01:48:00,SmartN1,Prensa_01,PART-1108,sensor.read,OK,5.9,74.67,"{""pressao_bar"": 5.9, ""temperatura_c"": 74.67}"
110,2026-08-01 01:49:00,SmartN1,Injetora_04,PART-1109,press.cycle,ERROR,5.8,76.76,"{""pressao_bar"": 5.8, ""temperatura_c"": 76.76}"
111,2026-08-01 01:50:00,SmartN1,Injetora_04,PART-1110,sensor.read,OK,5.06,75.99,"{""pressao_bar"": 5.06, ""temperatura_c"": 75.99}"
112,2026-08-01 01:51:00,SmartN1,Torno_CNC_02,PART-1111,sensor.read,OK,6.18,76.9,"{""pressao_bar"": 6.18, ""temperatura_c"": 76.9}"
113,2026-08-01 01:52:00,SmartN1,Fresadora_03,PART-1112,inspection.done,OK,5.35,71.46,"{""pressao_bar"": 5.35, ""temperatura_c"": 71.46}"
114,2026-08-01 01:53:00,SmartN1,Injetora_04,PART-1113,sensor.read,OK,5.98,70.69,"{""pressao_bar"": 5.98, ""temperatura_c"": 70.69}"
115,2026-08-01 01:54:00,SmartN1,Injetora_04,PART-1114,temp.warning,OK,5.49,68.52,"{""pressao_bar"": 5.49, ""temperatura_c"": 68.52}"
116,2026-08-01 01:55:00,SmartN1,Fresadora_03,PART-1115,sensor.read,OK,5.37,71.82,"{""pressao_bar"": 5.37, ""temperatura_c"": 71.82}"
117,2026-08-01 01:56:00,SmartN1,Linha_Montagem,PART-1116,sensor.read,OK,,72.21,"{""pressao_bar"": null, ""temperatura_c"": 72.21}"
118,2026-08-01 01:57:00,SmartN1,Torno_CNC_02,PART-1117,sensor.read,OK,11.7,72.0,"{""pressao_bar"": 11.7, ""temperatura_c"": 72.0}"
119,2026-08-01 01:58:00,SmartN1,Linha_Montagem,PART-1118,piece.detected,OK,5.82,74.22,"{""pressao_bar"": 5.82, ""temperatura_c"": 74.22}"
120,2026-08-01 01:59:00,SmartN1,Linha_Montagem,PART-1119,piece.detected,OK,6.58,74.31,"{""pressao_bar"": 6.58, ""temperatura_c"": 74.31}"
121,2026-08-01 02:00:00,SmartN1,Prensa_01,PART-1120,sensor.read,OK,6.57,72.27,"{""pressao_bar"": 6.57, ""temperatura_c"": 72.27}"
122,2026-08-01 02:01:00,SmartN1,Prensa_01,PART-1121,sensor.read,WARNING,5.7,73.71,"{""pressao_bar"": 5.7, ""temperatura_c"": 73.71}"
123,2026-08-01 02:02:00,SmartN1,Torno_CNC_02,PART-1122,press.cycle,OK,5.28,75.39,"{""pressao_bar"": 5.28, ""temperatura_c"": 75.39}"
124,2026-08-01 02:03:00,SmartN1,Fresadora_03,PART-1123,sensor.read,OK,6.37,69.7,"{""pressao_bar"": 6.37, ""temperatura_c"": 69.7}"
125,2026-08-01 02:04:00,SmartN1,Prensa_01,PART-1124,sensor.read,OK,5.26,75.77,"{""pressao_bar"": 5.26, ""temperatura_c"": 75.77}"
126,2026-08-01 02:05:00,SmartN1,Injetora_04,PART-1125,sensor.read,OK,5.99,70.36,"{""pressao_bar"": 5.99, ""temperatura_c"": 70.36}"
127,2026-08-01 02:06:00,SmartN1,Torno_CNC_02,PART-1126,press.cycle,OK,5.69,77.54,"{""pressao_bar"": 5.69, ""temperatura_c"": 77.54}"
128,2026-08-01 02:07:00,SmartN1,Linha_Montagem,PART-1127,sensor.read,OK,5.83,73.08,"{""pressao_bar"": 5.83, ""temperatura_c"": 73.08}"
129,2026-08-01 02:08:00,SmartN1,Torno_CNC_02,PART-1128,sensor.read,OK,6.29,72.72,"{""pressao_bar"": 6.29, ""temperatura_c"": 72.72}"
130,2026-08-01 02:09:00,SmartN1,Prensa_01,PART-1129,sensor.read,OK,5.49,66.24,"{""pressao_bar"": 5.49, ""temperatura_c"": 66.24}"
131,2026-08-01 02:10:00,SmartN1,Fresadora_03,PART-1130,sensor.read,OK,5.56,74.8,"{""pressao_bar"": 5.56, ""temperatura_c"": 74.8}"
132,2026-08-01 02:11:00,SmartN1,Linha_Montagem,PART-1131,press.cycle,OK,11.15,72.83,"{""pressao_bar"": 11.15, ""temperatura_c"": 72.83}"
133,2026-08-01 02:12:00,SmartN1,Fresadora_03,PART-1132,piece.detected,WARNING,6.52,73.11,"{""pressao_bar"": 6.52, ""temperatura_c"": 73.11}"
134,2026-08-01 02:13:00,SmartN1,Torno_CNC_02,PART-1133,sensor.read,WARNING,6.79,72.17,"{""pressao_bar"": 6.79, ""temperatura_c"": 72.17}"
135,2026-08-01 02:14:00,SmartN1,Fresadora_03,PART-1134,sensor.read,OK,5.22,74.69,"{""pressao_bar"": 5.22, ""temperatura_c"": 74.69}"
136,2026-08-01 02:15:00,SmartN1,Fresadora_03,PART-1135,sensor.read,OK,,75.39,"{""pressao_bar"": null, ""temperatura_c"": 75.39}"
137,2026-08-01 02:16:00,SmartN1,Torno_CNC_02,PART-1136,piece.detected,OK,5.39,74.19,"{""pressao_bar"": 5.39, ""temperatura_c"": 74.19}"
138,2026-08-01 02:17:00,SmartN1,Linha_Montagem,PART-1137,sensor.read,OK,6.14,77.11,"{""pressao_bar"": 6.14, ""temperatura_c"": 77.11}"
139,2026-08-01 02:18:00,SmartN1,Fresadora_03,PART-1138,temp.warning,OK,5.82,69.98,"{""pressao_bar"": 5.82, ""temperatura_c"": 69.98}"
140,2026-08-01 02:19:00,SmartN1,Fresadora_03,PART-1139,sensor.read,OK,6.15,70.43,"{""pressao_bar"": 6.15, ""temperatura_c"": 70.43}"
141,2026-08-01 02:20:00,SmartN1,Torno_CNC_02,PART-1140,sensor.read,OK,5.64,73.92,"{""pressao_bar"": 5.64, ""temperatura_c"": 73.92}"
142,2026-08-01 02:21:00,SmartN1,Injetora_04,PART-1141,sensor.read,WARNING,6.08,74.82,"{""pressao_bar"": 6.08, ""temperatura_c"": 74.82}"
143,2026-08-01 02:22:00,SmartN1,Fresadora_03,PART-1142,press.cycle,OK,5.73,74.31,"{""pressao_bar"": 5.73, ""temperatura_c"": 74.31}"
144,2026-08-01 02:23:00,SmartN1,Prensa_01,PART-1143,press.cycle,OK,5.86,67.99,"{""pressao_bar"": 5.86, ""temperatura_c"": 67.99}"
145,2026-08-01 02:24:00,SmartN1,Linha_Montagem,PART-1144,sensor.read,OK,5.57,68.29,"{""pressao_bar"": 5.57, ""temperatura_c"": 68.29}"
146,2026-08-01 02:25:00,SmartN1,Fresadora_03,PART-1145,sensor.read,OK,6.34,71.85,"{""pressao_bar"": 6.34, ""temperatura_c"": 71.85}"
147,2026-08-01 02:26:00,SmartN1,Torno_CNC_02,PART-1146,sensor.read,OK,5.29,66.24,"{""pressao_bar"": 5.29, ""temperatura_c"": 66.24}"
148,2026-08-01 02:27:00,SmartN1,Prensa_01,PART-1147,sensor.read,OK,5.75,73.41,"{""pressao_bar"": 5.75, ""temperatura_c"": 73.41}"
149,2026-08-01 02:28:00,SmartN1,Torno_CNC_02,PART-1148,sensor.read,OK,6.51,72.24,"{""pressao_bar"": 6.51, ""temperatura_c"": 72.24}"
150,2026-08-01 02:29:00,SmartN1,Fresadora_03,PART-1149,sensor.read,WARNING,6.31,69.3,"{""pressao_bar"": 6.31, ""temperatura_c"": 69.3}"
151,2026-08-01 02:30:00,SmartN1,Prensa_01,PART-1150,press.cycle,OK,5.46,70.57,"{""pressao_bar"": 5.46, ""temperatura_c"": 70.57}"
152,2026-08-01 02:31:00,SmartN1,Linha_Montagem,PART-1151,sensor.read,OK,5.48,72.88,"{""pressao_bar"": 5.48, ""temperatura_c"": 72.88}"
153,2026-08-01 02:32:00,SmartN1,Linha_Montagem,PART-1152,sensor.read,OK,6.01,67.27,"{""pressao_bar"": 6.01, ""temperatura_c"": 67.27}"
154,2026-08-01 02:33:00,SmartN1,Linha_Montagem,PART-1153,sensor.read,OK,6.06,70.39,"{""pressao_bar"": 6.06, ""temperatura_c"": 70.39}"
155,2026-08-01 02:34:00,SmartN1,Injetora_04,PART-1154,sensor.read,ERROR,6.28,71.58,"{""pressao_bar"": 6.28, ""temperatura_c"": 71.58}"
156,2026-08-01 02:35:00,SmartN1,Torno_CNC_02,PART-1155,sensor.read,OK,5.24,71.45,"{""pressao_bar"": 5.24, ""temperatura_c"": 71.45}"
157,2026-08-01 02:36:00,SmartN1,Fresadora_03,PART-1156,sensor.read,OK,6.33,71.55,"{""pressao_bar"": 6.33, ""temperatura_c"": 71.55}"
158,2026-08-01 02:37:00,SmartN1,Prensa_01,PART-1157,sensor.read,OK,5.44,77.26,"{""pressao_bar"": 5.44, ""temperatura_c"": 77.26}"
159,2026-08-01 02:38:00,SmartN1,Torno_CNC_02,PART-1158,inspection.done,OK,6.33,75.82,"{""pressao_bar"": 6.33, ""temperatura_c"": 75.82}"
160,2026-08-01 02:39:00,SmartN1,Fresadora_03,PART-1159,sensor.read,OK,5.15,70.25,"{""pressao_bar"": 5.15, ""temperatura_c"": 70.25}"
161,2026-08-01 02:40:00,SmartN1,Injetora_04,PART-1160,sensor.read,OK,5.35,68.87,"{""pressao_bar"": 5.35, ""temperatura_c"": 68.87}"
162,2026-08-01 02:41:00,SmartN1,Fresadora_03,PART-1161,piece.detected,OK,6.49,71.05,"{""pressao_bar"": 6.49, ""temperatura_c"": 71.05}"
163,2026-08-01 02:42:00,SmartN1,Torno_CNC_02,PART-1162,sensor.read,ERROR,6.51,76.8,"{""pressao_bar"": 6.51, ""temperatura_c"": 76.8}"
